Date,Open,High,Low,Close,Adj Close,Volume
2017-03-20,1.030000,1.040000,1.010000,1.030000,1.030000,116100
2017-03-21,1.030000,1.150000,1.030000,1.130000,1.130000,460600
2017-03-22,1.160000,1.220000,1.130000,1.150000,1.150000,305600
2017-03-23,1.130000,1.150000,1.110000,1.150000,1.150000,163100
2017-03-24,1.150000,1.150000,1.110000,1.120000,1.120000,96200
2017-03-27,1.140000,1.150000,1.100000,1.110000,1.110000,153200
2017-03-28,1.100000,1.110000,1.050000,1.070000,1.070000,187100
2017-03-29,1.070000,1.130000,1.060000,1.120000,1.120000,183200
2017-03-30,1.100000,1.100000,1.050000,1.070000,1.070000,164600
2017-03-31,1.090000,1.180000,1.080000,1.180000,1.180000,349100
2017-04-03,1.160000,1.190000,1.130000,1.130000,1.130000,129100
2017-04-04,1.150000,1.200000,1.150000,1.200000,1.200000,280000
2017-04-05,1.200000,1.310000,1.200000,1.290000,1.290000,467700
2017-04-06,1.280000,1.380000,1.280000,1.350000,1.350000,554400
2017-04-07,1.400000,1.410000,1.230000,1.290000,1.290000,488400
2017-04-10,1.290000,1.290000,1.230000,1.290000,1.290000,245400
2017-04-11,1.300000,1.390000,1.300000,1.370000,1.370000,347800
2017-04-12,1.510000,1.710000,1.500000,1.650000,1.650000,2852700
2017-04-13,1.660000,1.750000,1.560000,1.720000,1.720000,1238500
2017-04-17,1.710000,1.720000,1.550000,1.590000,1.590000,831200
2017-04-18,1.620000,1.620000,1.580000,1.600000,1.600000,282400
2017-04-19,1.520000,1.600000,1.450000,1.480000,1.480000,635200
2017-04-20,1.470000,1.570000,1.470000,1.570000,1.570000,271700
2017-04-21,1.590000,1.590000,1.500000,1.500000,1.500000,273600
2017-04-24,1.450000,1.580000,1.450000,1.580000,1.580000,338100
2017-04-25,1.560000,1.560000,1.450000,1.450000,1.450000,352100
2017-04-26,1.470000,1.590000,1.450000,1.550000,1.550000,516200
2017-04-27,1.530000,1.550000,1.480000,1.500000,1.500000,312700
2017-04-28,1.470000,1.530000,1.460000,1.470000,1.470000,201800
2017-05-01,1.480000,1.490000,1.420000,1.440000,1.440000,231700
2017-05-02,1.410000,1.440000,1.410000,1.440000,1.440000,222400
2017-05-03,1.430000,1.480000,1.390000,1.450000,1.450000,348700
2017-05-04,1.420000,1.430000,1.350000,1.350000,1.350000,462500
2017-05-05,1.350000,1.420000,1.340000,1.380000,1.380000,296200
2017-05-08,1.390000,1.390000,1.270000,1.310000,1.310000,431000
2017-05-09,1.310000,1.370000,1.260000,1.300000,1.300000,270100
2017-05-10,1.310000,1.320000,1.260000,1.290000,1.290000,520600
2017-05-11,1.290000,1.320000,1.280000,1.300000,1.300000,247200
2017-05-12,1.340000,1.440000,1.310000,1.420000,1.420000,478500
2017-05-15,1.480000,1.480000,1.300000,1.360000,1.360000,445100
2017-05-16,1.380000,1.390000,1.310000,1.330000,1.330000,276900
2017-05-17,1.350000,1.410000,1.310000,1.350000,1.350000,411100
2017-05-18,1.340000,1.350000,1.280000,1.310000,1.310000,330900
2017-05-19,1.400000,1.400000,1.270000,1.290000,1.290000,203500
2017-05-22,1.270000,1.330000,1.260000,1.310000,1.310000,185400
2017-05-23,1.330000,1.330000,1.250000,1.270000,1.270000,237600
2017-05-24,1.250000,1.290000,1.240000,1.260000,1.260000,182200
2017-05-25,1.260000,1.420000,1.260000,1.420000,1.420000,682500
2017-05-26,1.430000,1.480000,1.410000,1.450000,1.450000,316800
2017-05-30,1.440000,1.440000,1.330000,1.340000,1.340000,253500
2017-05-31,1.360000,1.370000,1.300000,1.320000,1.320000,203200
2017-06-01,1.290000,1.340000,1.290000,1.330000,1.330000,141400
2017-06-02,1.330000,1.400000,1.320000,1.380000,1.380000,167000
2017-06-05,1.400000,1.440000,1.380000,1.410000,1.410000,159000
2017-06-06,1.420000,1.530000,1.410000,1.440000,1.440000,472600
2017-06-07,1.440000,1.500000,1.400000,1.430000,1.430000,193600
2017-06-08,1.400000,1.410000,1.340000,1.380000,1.380000,311400
2017-06-09,1.380000,1.400000,1.340000,1.340000,1.340000,173300
2017-06-12,1.320000,1.370000,1.300000,1.330000,1.330000,206100
2017-06-13,1.320000,1.400000,1.320000,1.390000,1.390000,111600
2017-06-14,1.420000,1.440000,1.350000,1.350000,1.350000,264900
2017-06-15,1.350000,1.360000,1.320000,1.360000,1.360000,111800
2017-06-16,1.400000,1.400000,1.310000,1.340000,1.340000,149300
2017-06-19,1.340000,1.370000,1.320000,1.340000,1.340000,162000
2017-06-20,1.340000,1.400000,1.300000,1.400000,1.400000,165400
2017-06-21,1.400000,1.400000,1.340000,1.340000,1.340000,117100
2017-06-22,1.380000,1.400000,1.340000,1.370000,1.370000,103400
2017-06-23,1.360000,1.390000,1.340000,1.370000,1.370000,146600
2017-06-26,1.360000,1.360000,1.330000,1.360000,1.360000,96200
2017-06-27,1.340000,1.360000,1.340000,1.340000,1.340000,81200
2017-06-28,1.320000,1.340000,1.310000,1.320000,1.320000,102300
2017-06-29,1.300000,1.350000,1.290000,1.300000,1.300000,125800
2017-06-30,1.320000,1.320000,1.240000,1.260000,1.260000,237600
2017-07-03,1.240000,1.250000,1.100000,1.150000,1.150000,476700
2017-07-05,1.150000,1.200000,1.150000,1.190000,1.190000,239200
2017-07-06,1.160000,1.190000,1.160000,1.180000,1.180000,124400
2017-07-07,1.160000,1.180000,1.140000,1.140000,1.140000,344100
2017-07-10,1.130000,1.170000,1.120000,1.170000,1.170000,240700
2017-07-11,1.170000,1.170000,1.100000,1.130000,1.130000,261900
2017-07-12,1.120000,1.170000,1.120000,1.160000,1.160000,236000
2017-07-13,1.140000,1.170000,1.110000,1.140000,1.140000,163000
2017-07-14,1.160000,1.200000,1.160000,1.180000,1.180000,229700
2017-07-17,1.200000,1.250000,1.200000,1.230000,1.230000,171400
2017-07-18,1.250000,1.260000,1.230000,1.250000,1.250000,248500
2017-07-19,1.270000,1.290000,1.220000,1.220000,1.220000,174700
2017-07-20,1.200000,1.240000,1.200000,1.210000,1.210000,105000
2017-07-21,1.240000,1.260000,1.220000,1.240000,1.240000,91100
2017-07-24,1.270000,1.270000,1.220000,1.230000,1.230000,104400
2017-07-25,1.220000,1.250000,1.200000,1.250000,1.250000,144500
2017-07-26,1.210000,1.260000,1.210000,1.240000,1.240000,189200
2017-07-27,1.260000,1.260000,1.190000,1.200000,1.200000,118700
2017-07-28,1.190000,1.210000,1.180000,1.190000,1.190000,157000
2017-07-31,1.180000,1.200000,1.160000,1.180000,1.180000,325900
2017-08-01,1.190000,1.210000,1.180000,1.190000,1.190000,210800
2017-08-02,1.190000,1.200000,1.150000,1.160000,1.160000,165600
2017-08-03,1.160000,1.160000,1.100000,1.120000,1.120000,279200
2017-08-04,1.100000,1.110000,1.050000,1.110000,1.110000,292200
2017-08-07,1.090000,1.110000,1.090000,1.110000,1.110000,133800
2017-08-08,1.090000,1.120000,1.090000,1.100000,1.100000,193900
2017-08-09,1.110000,1.140000,1.110000,1.120000,1.120000,116800
2017-08-10,1.100000,1.150000,1.080000,1.090000,1.090000,171600
2017-08-11,1.110000,1.110000,1.070000,1.100000,1.100000,140100
2017-08-14,1.100000,1.180000,1.100000,1.120000,1.120000,179700
2017-08-15,1.150000,1.150000,1.060000,1.080000,1.080000,255300
2017-08-16,1.060000,1.120000,1.060000,1.120000,1.120000,165500
2017-08-17,1.140000,1.140000,1.080000,1.100000,1.100000,126400
2017-08-18,1.100000,1.130000,1.100000,1.120000,1.120000,64700
2017-08-21,1.120000,1.140000,1.080000,1.110000,1.110000,120700
2017-08-22,1.120000,1.120000,1.100000,1.110000,1.110000,44100
2017-08-23,1.120000,1.140000,1.080000,1.120000,1.120000,213300
2017-08-24,1.110000,1.130000,1.100000,1.130000,1.130000,129400
2017-08-25,1.140000,1.140000,1.090000,1.100000,1.100000,229000
2017-08-28,1.130000,1.170000,1.110000,1.160000,1.160000,387100
2017-08-29,1.190000,1.200000,1.160000,1.190000,1.190000,260000
2017-08-30,1.190000,1.190000,1.120000,1.190000,1.190000,100200
2017-08-31,1.180000,1.230000,1.150000,1.180000,1.180000,310500
2017-09-01,1.190000,1.210000,1.150000,1.210000,1.210000,191900
2017-09-05,1.300000,1.320000,1.210000,1.240000,1.240000,368900
2017-09-06,1.250000,1.270000,1.250000,1.250000,1.250000,189500
2017-09-07,1.260000,1.320000,1.250000,1.310000,1.310000,396000
2017-09-08,1.280000,1.300000,1.250000,1.250000,1.250000,211600
2017-09-11,1.240000,1.240000,1.190000,1.190000,1.190000,304100
2017-09-12,1.180000,1.250000,1.170000,1.190000,1.190000,199900
2017-09-13,1.200000,1.230000,1.170000,1.200000,1.200000,259600
2017-09-14,1.200000,1.240000,1.190000,1.220000,1.220000,108500
2017-09-15,1.240000,1.300000,1.170000,1.200000,1.200000,403600
2017-09-18,1.190000,1.200000,1.180000,1.190000,1.190000,126100
2017-09-19,1.180000,1.190000,1.120000,1.160000,1.160000,284300
2017-09-20,1.160000,1.230000,1.130000,1.160000,1.160000,230900
